id,MonsoonIntensity,TopographyDrainage,RiverManagement,Deforestation,Urbanization,ClimateChange,DamsQuality,Siltation,AgriculturalPractices,Encroachments,IneffectiveDisasterPreparedness,DrainageSystems,CoastalVulnerability,Landslides,Watersheds,DeterioratingInfrastructure,PopulationScore,WetlandLoss,InadequatePlanning,PoliticalFactors,FloodProbability,flud_0620_v1
552763,3,6,8,3,4,6,8,5,7,3,4,6,4,6,7,3,4,3,4,5,0.495,0.4959549
120933,9,3,3,7,6,3,7,4,3,7,4,6,3,11,6,4,8,3,8,3,0.5,0.54430866
937690,5,6,5,6,3,5,7,6,2,8,5,5,4,5,2,6,5,7,2,4,0.53,0.49856704
31154,7,2,7,6,5,8,3,3,2,7,6,1,8,4,6,5,8,3,3,3,0.49,0.4895433
223871,6,1,10,7,5,5,4,5,9,10,4,3,2,4,4,5,2,4,8,6,0.525,0.5281216
938323,3,6,2,6,8,5,1,6,7,7,6,1,6,3,4,3,5,4,3,5,0.495,0.47477046
659000,4,6,6,3,4,6,8,3,5,4,5,9,4,3,6,5,5,5,3,7,0.54,0.523737
78139,6,7,2,9,5,5,8,5,4,4,3,4,4,5,4,1,2,8,4,5,0.47,0.48781198
852071,5,5,4,8,7,3,7,8,8,7,3,11,6,2,4,6,1,5,4,5,0.565,0.5580436
38471,7,4,5,7,7,7,6,7,3,4,6,5,6,6,9,4,6,3,5,5,0.575,0.5877097
883696,5,8,4,5,4,6,6,5,6,3,4,5,9,4,5,8,2,6,4,6,0.53,0.53580785
527152,4,2,2,7,3,2,6,5,5,4,5,5,5,9,6,5,4,5,9,5,0.49,0.48818722
53359,6,7,6,7,5,6,3,4,0,4,5,3,4,6,6,6,6,7,3,11,0.53,0.5435449
883480,1,5,2,4,2,5,9,10,3,8,3,8,2,5,3,7,8,4,4,5,0.49,0.49131528
178421,5,5,8,4,4,2,6,7,4,3,4,3,1,3,4,7,7,8,3,3,0.45,0.4613596
907182,9,8,6,8,5,5,4,6,3,9,4,8,6,2,0,5,2,4,7,5,0.555,0.5357823
16291,6,3,4,7,6,3,6,4,3,8,4,6,5,2,4,6,6,7,7,8,0.545,0.5292034
467505,1,5,5,4,5,6,8,3,7,5,8,2,5,5,6,2,5,6,5,3,0.5,0.4787046
894624,4,8,7,4,6,2,4,3,4,9,9,2,10,5,3,4,6,5,6,4,0.535,0.54337347
316969,4,6,5,2,6,3,5,3,3,8,4,3,4,9,4,2,6,6,8,6,0.475,0.49093768
179425,5,6,5,4,2,2,5,7,5,6,3,3,5,10,5,3,6,6,3,5,0.49,0.48664626
145788,6,6,6,9,6,7,5,6,3,5,5,3,8,5,3,6,7,4,4,7,0.585,0.5844971
659296,5,3,4,6,3,5,3,7,4,5,8,4,4,6,2,7,10,3,3,4,0.48,0.48547626
343433,3,4,6,7,8,3,1,5,12,6,10,6,5,4,5,5,3,10,4,4,0.5,0.5672597
274703,6,5,5,2,4,5,4,8,8,9,6,6,7,3,5,6,5,2,3,4,0.55,0.5291604
233757,5,3,4,4,5,2,3,6,6,4,2,4,5,9,2,5,8,6,6,6,0.47,0.47904027
746637,2,4,9,2,3,6,5,3,2,5,5,7,5,5,4,7,3,6,6,5,0.445,0.4782171
28460,4,3,4,6,7,6,2,6,5,4,4,6,5,5,4,5,9,2,4,5,0.48,0.48765606
246501,4,3,4,7,3,4,4,2,8,4,5,5,5,6,4,7,3,3,7,6,0.445,0.47484496
629025,5,3,6,5,8,6,2,6,5,5,5,5,2,4,6,4,6,3,5,5,0.465,0.48621458
515101,3,5,3,7,7,5,8,5,2,4,6,5,3,3,5,6,1,7,3,4,0.515,0.47354022
31354,3,2,4,4,6,3,5,4,6,5,5,4,2,1,3,9,8,4,9,9,0.465,0.48251998
1095668,3,8,5,2,2,5,2,5,5,5,7,8,5,6,11,6,6,5,7,2,0.53,0.5402477
540371,4,4,4,4,4,10,9,4,4,4,7,4,3,2,5,1,2,11,3,4,0.46,0.47355777
1092796,6,3,3,0,2,3,2,4,4,2,5,5,4,5,2,4,5,5,1,6,0.345,0.3872471
852221,6,5,11,4,4,6,2,1,5,6,6,1,7,1,5,8,5,3,3,4,0.51,0.46329916
830745,7,6,7,8,5,5,5,4,6,4,3,6,1,3,4,5,5,5,4,12,0.53,0.5337639
791422,4,2,6,6,2,3,9,6,2,4,6,7,7,7,8,8,4,6,1,4,0.51,0.52740806
982900,7,8,3,5,3,6,13,4,2,2,8,4,7,5,4,5,5,3,2,3,0.52,0.48691106
981952,6,3,8,9,7,4,2,4,2,6,3,4,8,1,5,7,1,4,4,4,0.505,0.4682179
906017,6,5,5,4,6,5,5,3,4,5,3,3,4,4,4,4,6,10,4,4,0.49,0.476291
263299,6,3,7,1,3,6,8,10,5,4,5,5,5,3,5,3,4,5,3,3,0.45,0.48366362
885486,5,9,5,7,4,7,5,8,4,7,6,4,5,4,2,7,7,6,6,2,0.575,0.5782219
453451,3,6,7,5,3,5,9,6,5,6,4,4,6,2,4,4,4,6,5,3,0.475,0.49394023
43263,5,6,4,4,7,8,7,4,6,5,3,2,4,5,3,6,6,3,5,4,0.5,0.49065962
527849,3,4,8,8,5,4,3,3,4,4,6,4,9,1,6,9,6,4,4,6,0.505,0.5273161
953577,2,6,9,3,4,3,5,3,3,7,4,3,3,7,2,8,6,3,6,5,0.445,0.47091866
923656,4,5,4,5,5,6,5,3,3,6,4,3,8,9,4,7,3,6,6,4,0.505,0.5132407
617729,7,10,10,6,4,3,7,3,6,6,7,3,6,7,4,2,9,8,2,7,0.62,0.60116637
221954,9,5,4,3,7,5,4,4,6,6,3,3,9,1,5,7,4,4,4,8,0.54,0.53146935
1073425,2,4,4,5,5,5,5,2,8,4,1,4,6,9,5,6,0,4,3,8,0.46,0.44665906
528828,7,2,5,5,4,5,7,7,6,4,1,10,7,8,6,2,9,7,5,6,0.595,0.58267
212949,3,5,6,6,5,6,4,5,6,5,7,6,9,4,3,7,6,2,8,7,0.58,0.5704059
162897,3,4,6,7,6,4,6,5,7,6,4,4,5,4,2,8,5,2,4,4,0.48,0.4853297
801195,7,2,5,2,6,4,7,5,4,8,2,6,3,5,3,8,2,4,3,6,0.48,0.46719998
406379,3,2,5,5,5,4,5,2,6,4,9,5,5,9,6,6,2,3,5,8,0.495,0.49485812
695641,2,6,7,4,11,6,5,4,5,3,3,6,3,5,10,8,6,6,3,4,0.54,0.536186
134821,1,1,6,4,4,4,6,6,4,4,1,4,5,12,4,9,5,2,7,3,0.47,0.4649109
615933,5,4,3,5,6,4,4,2,3,5,3,7,3,5,3,6,2,4,9,7,0.425,0.44558185
936256,4,2,4,14,6,6,3,5,7,2,1,1,7,7,5,6,3,5,6,7,0.555,0.5150403
971599,4,7,8,4,4,11,4,6,7,8,9,4,6,4,6,5,9,4,5,7,0.625,0.630607
229892,6,6,5,5,5,5,5,4,7,8,2,5,3,4,3,3,8,6,3,8,0.54,0.5163616
639216,5,6,4,6,5,4,3,5,5,6,5,3,6,3,8,4,5,3,7,3,0.48,0.4848877
551201,4,5,3,4,3,6,9,4,7,3,4,2,6,6,5,4,5,4,3,7,0.515,0.48071223
223904,1,6,6,7,7,7,3,10,4,3,5,11,4,5,7,8,7,9,6,4,0.61,0.6216969
147069,3,4,7,3,7,10,1,6,9,5,8,4,6,3,4,1,3,6,6,6,0.54,0.5292146
163219,7,9,8,4,4,10,5,2,5,3,5,3,4,5,4,6,4,4,6,0,0.5,0.5112782
636533,5,5,12,2,4,4,4,5,4,3,6,4,3,7,2,3,5,7,5,4,0.46,0.4744567
297080,2,5,6,3,4,5,8,5,6,8,7,4,3,4,1,5,4,9,4,6,0.54,0.50674045
37208,4,5,4,2,7,3,3,5,10,3,4,5,0,6,9,7,1,6,6,6,0.465,0.48645508
176327,5,3,4,0,6,7,3,4,10,9,0,6,4,3,3,5,2,5,5,2,0.43,0.45612425
48090,9,9,9,4,6,6,0,10,8,6,3,3,3,4,5,1,5,4,5,5,0.535,0.5387629
434100,4,5,5,3,6,7,7,4,7,4,4,8,4,4,7,8,4,7,6,7,0.575,0.5805894
780348,6,2,3,8,7,10,6,4,4,4,4,7,4,5,3,5,5,6,1,4,0.53,0.5125249
240808,4,5,6,4,7,2,7,5,6,4,9,5,6,4,3,4,6,6,5,6,0.56,0.5437217
303825,3,6,7,6,4,5,6,3,5,4,4,2,6,5,8,2,1,6,7,6,0.48,0.5019809
511596,7,3,6,2,5,7,4,6,5,4,2,6,6,5,6,4,3,6,6,8,0.54,0.5275136
343785,7,4,7,5,9,7,8,6,4,5,4,4,5,5,8,2,4,4,4,3,0.555,0.5376369
737157,4,5,4,2,2,4,6,4,7,5,4,4,7,3,3,6,6,3,8,3,0.425,0.45635644
45913,4,5,2,13,7,10,6,10,4,1,2,8,5,8,5,6,4,2,5,4,0.575,0.56017613
125726,5,3,6,5,8,5,6,6,2,8,4,8,4,4,3,5,5,6,2,0,0.47,0.48264647
745387,4,5,1,5,9,9,6,4,4,5,6,4,5,8,2,3,4,1,5,3,0.46,0.4759186
834762,1,2,6,5,9,2,7,3,4,8,5,3,4,7,4,4,4,4,2,3,0.43,0.4375016
898751,5,7,8,8,2,7,3,6,9,3,5,5,2,6,4,5,9,7,7,3,0.59,0.57172817
407039,3,7,4,5,9,7,6,5,7,3,4,3,6,5,7,4,5,4,1,4,0.495,0.518507
538393,9,3,3,4,9,4,2,4,8,6,6,7,5,4,5,5,3,3,2,5,0.51,0.4990103
955797,7,4,4,5,6,5,3,4,5,6,3,6,8,3,4,6,6,4,4,3,0.48,0.48027298
761310,2,6,2,8,6,5,6,6,5,4,6,4,4,4,5,3,3,2,9,5,0.47,0.47901228
53743,5,5,5,4,3,3,4,5,5,4,6,5,3,4,8,4,4,5,6,3,0.485,0.4545164
752687,7,4,5,2,6,9,5,5,7,10,4,3,4,2,3,4,4,3,5,4,0.48,0.5024177
375316,6,3,3,4,5,2,7,5,8,4,3,6,7,7,1,5,5,5,4,2,0.515,0.46529698
1050226,8,2,5,4,6,6,2,6,5,4,6,7,5,5,4,9,4,7,6,6,0.545,0.5496217
79395,7,5,6,5,6,5,3,3,8,4,4,5,4,3,2,5,3,5,3,8,0.515,0.47866863
929743,8,6,4,5,4,3,6,3,5,4,5,6,6,9,7,4,5,5,2,2,0.49,0.49495697
630657,5,8,4,6,7,7,7,6,5,5,7,6,4,3,4,6,7,4,4,4,0.58,0.5675724
915295,5,7,5,2,4,7,7,3,6,3,8,5,5,6,5,2,4,5,4,3,0.48,0.48725232
741594,4,2,6,6,4,9,4,3,8,7,7,5,5,3,6,6,5,7,2,8,0.545,0.55319965
194302,5,3,4,3,3,4,3,7,6,4,7,4,2,4,9,4,4,3,5,4,0.425,0.43951017
805726,8,4,4,5,6,5,4,7,6,4,6,8,5,5,4,5,5,5,7,4,0.545,0.547174
393952,7,4,5,6,5,8,6,5,4,7,1,7,7,7,2,5,2,8,8,6,0.575,0.57282114
795104,4,6,3,4,5,4,6,5,3,4,5,2,7,2,8,4,4,5,4,4,0.45,0.4393852
687607,5,4,3,5,3,6,2,4,5,8,5,4,4,6,6,6,4,3,4,7,0.49,0.47798863
960051,8,4,5,5,6,4,1,5,5,5,3,8,3,2,8,6,6,8,7,7,0.555,0.5448965
508217,6,3,5,2,8,6,8,2,4,1,6,3,4,2,8,8,2,4,5,4,0.45,0.4691404
957066,2,5,5,5,4,7,1,2,5,6,3,5,4,3,6,10,6,4,9,4,0.49,0.48409736
245872,1,5,4,6,4,6,6,8,7,2,6,4,4,4,5,4,6,4,5,5,0.465,0.4845402
911919,1,4,6,4,10,4,4,9,9,8,4,2,3,6,5,3,2,4,5,5,0.53,0.4807688
145724,4,6,5,5,6,6,6,2,8,6,4,4,1,4,6,6,4,4,3,3,0.48,0.47298944
180294,3,9,10,3,5,6,7,4,6,8,4,5,5,4,3,5,4,1,9,4,0.545,0.5344533
942061,5,8,5,3,6,1,4,3,7,4,3,3,2,6,3,5,5,5,6,8,0.505,0.47896364
1071044,6,4,9,3,6,1,1,6,7,1,3,3,5,8,4,6,6,4,1,4,0.43,0.45751926
767581,4,7,5,4,5,8,6,1,4,5,3,9,5,7,4,3,7,5,4,4,0.515,0.5273416
147144,7,3,3,8,5,2,8,8,7,6,4,5,2,2,9,6,7,8,7,6,0.575,0.5791098
906632,5,8,3,3,4,4,8,5,5,1,4,4,6,7,4,5,5,5,4,4,0.49,0.480466
303214,6,7,1,3,5,5,4,6,3,7,8,6,8,3,5,2,4,5,8,4,0.505,0.5092776
216653,11,3,7,7,8,4,3,4,5,4,6,5,5,9,7,3,6,5,3,4,0.55,0.55996794
720656,5,5,4,0,5,7,3,7,5,3,5,6,5,8,5,5,2,3,4,4,0.455,0.4742141
284504,5,5,5,5,5,1,1,4,9,3,2,6,3,4,8,9,3,4,6,4,0.435,0.4730165
659546,5,5,4,4,7,3,3,3,7,3,5,6,4,9,3,3,7,3,11,4,0.495,0.50761724
622231,3,6,6,6,9,6,3,7,8,5,6,5,6,3,4,4,7,3,5,5,0.54,0.55959535
388068,6,6,2,9,3,3,3,6,6,3,3,7,10,4,6,2,9,4,4,8,0.55,0.52290213
998153,11,6,6,7,6,5,4,4,2,5,4,4,5,5,5,2,4,4,6,3,0.485,0.49505574
454068,5,6,4,5,4,6,7,4,5,6,6,4,4,5,9,10,8,3,6,6,0.6,0.5808518
792635,5,4,5,7,2,6,7,8,7,4,3,7,5,6,3,2,5,6,5,8,0.535,0.5456277
1080489,7,8,4,4,5,8,4,7,5,3,6,3,3,4,3,6,4,4,3,5,0.465,0.49634975
95313,2,3,10,3,8,6,4,7,5,2,10,3,5,8,2,6,5,3,3,4,0.515,0.48654085
231980,6,4,5,7,9,6,6,3,4,4,3,7,9,2,4,4,4,1,4,4,0.465,0.48715615
424803,3,3,8,4,3,4,3,5,4,6,4,4,4,3,6,1,5,3,2,2,0.365,0.39704186
684245,3,9,7,8,5,5,4,6,4,2,5,4,5,7,5,5,5,2,4,7,0.51,0.50897855
902590,4,5,9,4,4,3,5,5,3,3,2,5,7,7,6,4,4,5,7,0,0.47,0.47546178
252891,6,8,3,4,2,2,6,5,6,5,7,4,4,4,2,9,7,3,4,3,0.515,0.47382796
568309,4,6,3,4,8,8,4,4,4,3,4,5,5,7,5,4,7,4,6,4,0.495,0.5177996
13409,6,4,3,5,4,5,8,4,3,2,3,3,3,6,10,5,6,3,5,3,0.45,0.46318376
1007498,3,6,2,5,1,8,8,4,11,4,6,4,3,2,3,10,5,4,5,3,0.465,0.48345754
46513,3,4,6,4,4,6,4,5,10,5,8,5,5,6,8,4,4,3,7,3,0.535,0.52710885
56142,8,3,3,3,7,2,3,2,5,6,3,5,8,3,6,5,1,5,2,4,0.41,0.41962522
257034,6,5,5,6,8,4,6,3,5,6,7,4,4,8,5,6,7,3,4,9,0.585,0.5778336
1112939,1,8,5,8,2,4,7,4,3,4,4,6,5,1,7,4,11,4,7,1,0.5,0.47894767
227718,7,7,3,11,1,7,5,5,5,4,7,7,4,4,4,7,6,4,6,6,0.575,0.5771427
105462,2,2,5,7,5,5,6,7,3,3,6,4,2,5,5,8,6,5,5,4,0.47,0.48063597
81301,7,5,5,5,4,5,3,3,7,3,2,9,5,7,8,8,7,1,1,2,0.475,0.48962143
579231,4,3,5,8,5,4,3,5,3,10,5,5,6,3,3,3,3,5,5,1,0.45,0.42038164
406933,5,3,3,6,5,3,4,7,3,4,4,3,4,2,4,7,7,5,4,9,0.455,0.4707159
884051,4,8,5,7,3,4,5,4,3,10,9,5,2,5,8,5,6,11,3,2,0.57,0.5461119
603293,3,5,5,9,3,4,4,4,4,3,6,2,4,7,5,7,3,7,4,3,0.485,0.4642621
289694,7,5,6,3,3,4,3,6,6,7,5,5,6,3,4,5,5,5,8,3,0.495,0.5008395
766266,5,5,5,7,6,5,3,7,7,5,7,4,2,5,5,7,10,3,10,6,0.58,0.5914006
479879,5,6,4,7,4,2,7,4,9,4,6,7,5,4,8,3,1,9,8,5,0.565,0.5567275
990288,5,8,8,7,3,7,2,9,0,4,6,3,5,3,8,10,4,6,4,3,0.525,0.5281864
772249,4,6,9,3,7,5,3,8,7,4,13,7,3,3,4,4,7,4,7,3,0.565,0.56984633
1101056,3,3,6,7,2,5,6,2,5,5,6,2,6,8,5,8,3,7,5,3,0.465,0.48462838
562740,8,3,4,8,6,8,5,7,7,7,7,6,3,5,4,4,3,1,2,4,0.55,0.5282807
820885,5,6,1,4,6,6,3,4,4,5,4,3,6,11,4,3,4,10,3,5,0.51,0.48077607
888715,4,9,7,4,5,2,1,5,8,3,6,4,2,2,5,3,3,5,4,8,0.495,0.46894214
834543,4,7,8,0,5,4,6,1,6,5,8,2,5,3,6,5,3,7,4,3,0.44,0.47521144
349774,5,7,5,8,6,4,3,8,1,6,3,5,9,4,5,4,6,7,3,6,0.56,0.5340058
565893,3,7,2,6,2,3,4,5,6,3,4,8,3,4,8,5,7,3,7,6,0.49,0.48446122
60326,6,6,5,2,8,4,5,5,3,6,6,4,5,9,3,4,6,7,5,4,0.52,0.53334427
302719,6,4,5,5,5,4,4,9,6,9,3,5,8,7,6,8,5,2,4,6,0.565,0.57711166
359079,3,8,7,5,6,5,2,4,5,2,4,6,3,3,6,7,3,5,2,7,0.51,0.47034234
1082595,6,3,8,2,5,3,6,4,4,2,9,6,6,4,5,3,4,4,5,1,0.46,0.44548
368397,8,3,3,4,2,6,4,6,4,4,5,4,4,7,4,5,6,8,5,5,0.48,0.4873111
248656,6,6,4,3,5,5,7,6,4,7,2,5,3,5,6,3,3,8,5,5,0.475,0.5015907
196431,8,5,3,6,6,7,8,4,5,9,5,6,4,6,3,5,4,5,5,6,0.575,0.57966316
1070972,1,5,9,7,9,8,6,4,2,5,8,7,4,4,8,5,4,1,1,7,0.535,0.5352651
1055921,7,2,11,4,7,6,10,5,3,1,5,4,6,8,4,3,4,4,3,1,0.49,0.49059695
220691,7,6,4,1,9,11,4,1,3,4,8,3,5,4,3,5,4,5,3,2,0.505,0.46698207
819678,8,4,1,4,4,2,3,4,6,5,8,6,4,8,7,5,5,7,10,3,0.52,0.5291312
236131,3,9,7,5,10,5,1,5,4,4,3,5,3,8,3,6,4,5,11,3,0.535,0.5163492
528881,4,5,6,3,4,7,6,4,5,7,2,6,7,6,6,4,6,5,7,9,0.58,0.5667084
820701,4,4,6,7,6,7,8,4,7,3,3,13,2,5,5,5,7,5,5,7,0.595,0.59095585
459016,6,4,3,11,2,7,0,7,2,5,5,5,3,4,6,3,4,0,3,3,0.405,0.4533984
994477,2,7,3,3,7,4,2,2,5,7,9,6,4,7,4,7,6,3,4,2,0.49,0.47835857
358639,7,4,9,4,3,6,2,3,4,7,9,5,2,2,6,5,4,4,3,5,0.515,0.4819371
933630,5,4,8,5,3,5,3,7,7,1,3,2,5,4,14,3,5,4,4,6,0.51,0.47675344
942270,6,8,3,2,2,4,6,4,6,7,2,4,4,2,8,4,6,7,2,5,0.485,0.46568644
417498,7,6,6,3,6,5,9,6,4,2,2,4,5,7,3,6,6,3,2,5,0.465,0.5042441
1034877,6,6,8,6,4,6,4,3,7,8,10,3,4,4,4,5,9,4,4,4,0.55,0.5564361
559717,5,6,2,7,7,0,5,5,5,6,4,7,3,5,2,3,4,11,4,4,0.46,0.4884621
344834,4,3,10,2,6,2,4,6,4,4,8,5,5,4,5,5,8,6,6,8,0.53,0.5359864
798512,4,6,4,4,5,4,9,6,6,5,3,5,7,7,5,6,4,5,7,3,0.535,0.53685844
122160,5,6,2,5,3,6,4,6,3,5,4,6,6,1,7,6,8,4,4,6,0.49,0.49035984
977135,6,3,6,6,10,3,5,6,3,4,3,6,3,6,10,5,6,7,3,5,0.555,0.5478576
366724,5,4,7,7,3,2,5,4,6,3,6,5,9,5,5,2,4,4,7,7,0.515,0.5163518
1053029,0,9,5,6,6,3,4,4,5,7,4,4,9,6,7,5,3,3,3,5,0.5,0.49304643
457169,6,3,3,4,4,7,5,2,4,6,9,2,5,6,7,2,5,5,4,6,0.47,0.48054317
141683,4,5,4,8,5,2,3,3,6,2,4,4,2,5,6,7,9,0,5,8,0.515,0.4736857
724964,3,5,5,4,3,2,2,5,4,4,4,2,2,5,5,6,2,4,1,4,0.415,0.3906687
140776,4,7,3,3,6,8,5,5,5,5,3,2,9,0,5,8,5,7,6,7,0.525,0.54777336
154883,6,6,5,5,6,3,5,4,4,2,6,5,2,6,6,3,4,5,7,8,0.475,0.49492365
856666,5,9,4,5,2,5,8,4,5,2,3,3,7,6,3,3,5,3,5,5,0.445,0.45393693
791690,4,5,5,10,2,3,3,5,4,7,7,9,5,7,6,3,4,3,3,3,0.485,0.49343142
353269,4,4,7,4,4,5,5,4,7,5,3,6,4,5,8,7,4,2,3,8,0.495,0.51779354
149288,8,6,3,5,6,7,5,9,6,0,2,6,8,8,4,4,3,4,2,5,0.54,0.5329813
716525,2,5,13,4,4,4,4,1,8,4,6,7,2,5,3,7,5,7,7,6,0.545,0.5380162
229772,5,5,6,7,6,3,4,6,2,4,10,6,3,6,2,4,3,5,4,5,0.52,0.48559427
905998,9,2,4,3,6,5,4,4,6,6,4,2,4,2,6,2,3,7,5,8,0.515,0.4666962
478615,4,8,4,6,6,7,8,3,3,8,3,8,9,3,5,4,3,6,2,6,0.555,0.53761286
646400,6,2,2,2,9,4,5,5,8,5,5,6,5,5,7,3,6,7,4,5,0.54,0.5186207
923937,4,3,8,5,6,9,6,3,5,5,5,7,7,4,5,4,4,3,6,6,0.53,0.53975564
1067180,10,2,4,10,6,5,4,6,8,5,6,3,5,3,5,3,0,5,8,7,0.53,0.5389097
884141,3,4,4,4,8,3,8,3,4,6,7,5,6,1,4,4,9,5,3,8,0.495,0.5099534
231596,4,3,4,3,5,6,8,5,4,2,2,7,6,8,4,3,7,4,7,10,0.51,0.5200931
902967,2,7,5,5,1,7,7,7,7,3,5,7,4,5,7,8,7,4,3,8,0.55,0.5643414
459605,7,3,5,4,3,5,4,3,8,3,4,6,4,3,5,9,4,6,5,7,0.5,0.49463058
19803,7,7,3,3,6,9,1,8,5,4,9,7,3,8,6,6,5,6,5,5,0.615,0.5853697
923524,2,2,6,4,3,5,3,5,7,7,3,3,5,5,5,4,5,5,6,9,0.515,0.47686592
349377,5,4,5,5,2,3,5,4,6,5,4,5,6,6,4,8,3,8,7,7,0.525,0.5203418
639378,2,11,4,6,7,4,5,3,7,8,9,5,6,5,7,4,7,5,4,4,0.615,0.58252174
9747,7,7,4,8,6,4,3,6,6,6,4,4,4,2,2,4,5,8,6,5,0.505,0.5192778
212572,7,7,5,5,4,6,6,5,8,4,4,3,5,2,3,5,6,2,2,3,0.435,0.4735216
161365,5,5,5,5,7,4,7,4,3,2,5,3,6,4,3,10,6,2,5,6,0.465,0.48859724
226321,3,7,7,4,9,8,3,3,3,3,4,5,6,5,6,6,7,3,2,4,0.485,0.49321356
631094,10,6,9,7,5,4,6,6,8,4,3,6,2,5,8,5,6,5,6,4,0.6,0.5984991
482510,8,9,3,9,4,5,3,2,3,8,4,4,3,2,4,2,7,5,7,6,0.475,0.4914224
210745,9,3,3,7,6,2,5,1,3,3,10,2,5,4,4,1,6,7,7,5,0.48,0.47936612
59799,1,7,2,4,5,3,8,4,3,5,9,5,6,8,3,3,7,4,4,7,0.5,0.5013027
963576,9,4,7,4,6,5,6,3,5,5,7,4,4,7,5,4,4,3,8,9,0.565,0.54780406
69454,5,7,8,10,9,2,3,5,9,7,1,4,5,4,5,4,11,6,9,6,0.64,0.61742485
730861,3,1,3,6,7,5,5,10,4,10,5,2,3,2,3,5,3,8,5,4,0.46,0.47420663
957527,3,6,4,7,7,2,4,5,6,10,5,3,2,2,4,5,3,8,5,5,0.49,0.4881515
994221,3,6,6,6,6,8,8,4,9,4,11,2,4,4,6,8,4,4,4,4,0.565,0.5579767
893766,3,5,0,8,4,7,2,7,3,5,4,4,3,6,5,8,3,5,6,7,0.47,0.48655993
754206,3,5,5,9,4,5,7,5,5,8,4,7,7,5,4,3,7,5,3,6,0.545,0.55130196
552406,4,7,4,5,4,5,4,3,7,4,2,9,6,5,3,2,4,5,7,5,0.52,0.47798243
43147,5,4,5,3,10,4,7,9,6,7,3,6,6,5,5,4,4,5,11,3,0.57,0.57735556
391265,1,4,8,5,5,4,2,7,7,5,5,5,6,8,3,4,9,4,6,8,0.555,0.5491358
155267,6,6,4,3,4,4,10,3,4,2,8,3,2,7,12,5,6,5,8,3,0.545,0.5224527
480304,7,7,3,8,5,4,3,3,7,3,8,7,7,4,5,2,6,8,6,4,0.56,0.5538179
873118,6,7,6,6,4,7,6,6,8,6,1,4,4,8,8,5,6,4,4,6,0.59,0.5885136
752816,4,5,4,4,5,3,9,5,5,5,4,9,5,6,6,4,3,4,3,6,0.495,0.50799435
477861,5,4,7,4,9,3,5,6,3,4,0,9,7,3,9,5,4,4,3,7,0.54,0.5276389
849142,2,6,3,6,5,5,3,2,2,6,7,7,2,5,2,5,9,2,6,5,0.425,0.47202763
126315,1,7,5,5,7,3,9,3,3,6,4,7,0,4,4,5,6,6,5,3,0.455,0.46682262
708568,5,2,6,4,6,6,9,4,3,3,4,5,5,9,3,5,6,3,9,4,0.54,0.5108373
664124,5,4,6,1,4,5,7,8,2,2,5,5,9,9,7,10,7,3,5,1,0.535,0.5389467
561451,4,3,7,1,5,4,10,6,3,4,4,9,5,5,7,5,2,3,4,7,0.475,0.48784462
154658,5,4,4,6,6,2,1,5,6,3,7,4,6,4,4,7,5,8,7,4,0.5,0.50811934
897468,6,5,8,6,9,5,3,2,7,6,6,3,6,6,7,7,6,4,2,6,0.56,0.57245135
516778,3,4,6,4,5,5,7,3,4,6,3,6,4,4,4,2,1,5,6,9,0.47,0.46335807
403379,5,3,3,10,7,6,2,3,4,3,2,5,3,5,5,4,3,4,2,3,0.405,0.40820253
775761,4,6,4,4,4,8,8,5,4,6,6,4,6,4,2,5,5,7,7,8,0.57,0.559156
624338,4,3,8,7,1,8,2,8,4,3,5,3,5,1,5,1,2,4,5,5,0.42,0.41347688
1056542,7,5,5,9,5,3,5,3,6,3,7,7,6,2,4,6,6,8,3,3,0.55,0.53287435
604794,4,5,3,6,2,4,4,6,7,3,7,5,8,4,7,4,3,4,2,5,0.445,0.4777966
234064,7,3,7,3,6,2,3,5,4,6,3,2,7,5,3,5,4,5,4,8,0.515,0.46678257
701215,7,10,5,6,4,3,6,5,5,6,3,5,2,6,9,3,5,4,2,5,0.605,0.5212029
18383,6,5,5,3,6,5,3,3,5,6,6,3,4,6,2,7,7,3,5,8,0.49,0.50947845
596843,7,5,2,5,7,4,6,8,3,5,8,5,5,7,6,4,4,5,4,7,0.57,0.54675853
873533,5,8,5,4,9,2,5,6,2,7,6,4,2,0,2,7,2,2,9,9,0.52,0.48114094
861310,6,3,8,3,5,6,4,6,5,6,7,6,8,4,6,7,7,4,2,3,0.545,0.5494392
1102229,2,4,6,5,5,1,7,9,5,5,2,5,7,7,3,2,2,10,6,3,0.52,0.48890197
931202,4,2,5,6,3,6,6,5,2,8,2,4,4,4,2,7,4,4,4,7,0.45,0.45330232
471190,5,4,4,5,3,6,4,6,9,4,9,5,5,4,6,5,3,2,4,4,0.485,0.48605356
541863,4,5,5,3,4,4,4,7,5,4,6,10,1,5,5,8,6,8,9,5,0.55,0.5616024
510799,5,3,1,8,8,4,0,6,3,5,4,4,5,3,2,7,5,8,3,10,0.51,0.48183396
225427,5,6,9,6,2,3,4,7,2,4,5,7,3,2,3,8,2,5,6,3,0.515,0.4680454
9665,6,3,4,8,8,4,6,8,2,5,6,3,5,4,4,5,5,8,6,4,0.535,0.5255528
1090411,5,7,5,4,6,8,7,3,8,8,5,4,2,8,10,8,8,5,6,8,0.645,0.6284262
706971,3,5,6,4,6,2,6,7,5,3,2,4,7,4,4,8,5,6,5,4,0.48,0.48956484
